system:index,built_up,cell_id,other,vegetation,water,.geo
"4928,25325",0.0,"4928,25325",0.0,0.9527568617925675,0.047243138207432596,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4929,25325",0.0,"4929,25325",0.0,0.9868166011059802,0.013183398894019727,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4930,25325",0.0,"4930,25325",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4927,25326",0.0,"4927,25326",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4928,25326",0.0,"4928,25326",0.0,0.8790023959921586,0.12099760400784142,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4929,25326",0.0,"4929,25326",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4930,25326",0.0,"4930,25326",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4927,25327",0.0,"4927,25327",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4928,25327",0.0,"4928,25327",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4929,25327",0.0,"4929,25327",0.002978623992524239,0.9970213760074758,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4930,25327",0.0,"4930,25327",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4931,25327",0.0,"4931,25327",0.05772788947822869,0.9422721105217713,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4927,25328",0.006650457665903891,"4927,25328",0.0,0.9751144164759725,0.01823512585812357,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4928,25328",9.64385252620717E-6,"4928,25328",0.0,0.9999903561474738,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4929,25328",0.017452612112806284,"4929,25328",0.14361804592387115,0.8389293419633225,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4930,25328",0.0,"4930,25328",0.016537602095854528,0.9834623979041455,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4931,25328",0.0,"4931,25328",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4926,25329",0.0,"4926,25329",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4927,25329",0.08470959683575048,"4927,25329",0.033932412740267856,0.8807508153493859,6.07175074595795E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4928,25329",0.3332466682073799,"4928,25329",0.043294045142901146,0.6234592866497188,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4929,25329",0.03512826438641092,"4929,25329",0.06754102149295126,0.8654090593944996,0.03192165472613821,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4930,25329",0.02341152357094055,"4930,25329",0.31357321794579807,0.6630152584832614,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4931,25329",0.0,"4931,25329",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4932,25329",0.009693715013880671,"4932,25329",0.0,0.9903062849861194,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4933,25329",0.16785714285714282,"4933,25329",0.0,0.8321428571428572,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4924,25330",0.0,"4924,25330",0.0,0.992338473550654,0.0076615264493460865,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4925,25330",0.0,"4925,25330",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4926,25330",0.0,"4926,25330",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4927,25330",0.0,"4927,25330",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4928,25330",0.018671340118826367,"4928,25330",0.006625003611012139,0.9747036562701614,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4929,25330",0.30633901144931586,"4929,25330",0.07621642962378071,0.6125335824129264,0.004910976513977025,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4930,25330",0.13740742557261268,"4930,25330",0.1885134140958359,0.6740791603315515,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4931,25330",4.601249758805458E-4,"4931,25330",0.017840974871239233,0.9816989001528803,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4932,25330",0.0,"4932,25330",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4933,25330",0.0,"4933,25330",0.028825052885470825,0.7564302801447184,0.21474466696981082,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4934,25330",0.02190721649484536,"4934,25330",0.0644544673539519,0.7379295532646047,0.17570876288659795,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4935,25330",0.0,"4935,25330",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4922,25331",0.0,"4922,25331",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4923,25331",0.0,"4923,25331",0.0,0.9982634445947428,0.0017365554052571938,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4924,25331",0.0,"4924,25331",0.0,0.9990557220354008,9.442779645992123E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4925,25331",0.0,"4925,25331",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4926,25331",0.0,"4926,25331",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4927,25331",0.0,"4927,25331",0.01848838217026645,0.9815116178297336,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4928,25331",0.0,"4928,25331",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4929,25331",0.0,"4929,25331",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4930,25331",0.16402661556683276,"4930,25331",0.0,0.8359733844331672,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4931,25331",0.19766199000471857,"4931,25331",0.0024554882569885134,0.799882521738293,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4932,25331",0.007443499696674984,"4932,25331",0.0024554882569885134,0.9901010120463364,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4933,25331",0.016379551078970433,"4933,25331",0.09002494005719848,0.5410644300859901,0.3525310787778409,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4934,25331",8.088667199491571E-4,"4934,25331",0.031488025883735046,0.9618580824081119,0.005845024988204029,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4935,25331",0.0,"4935,25331",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4936,25331",0.0,"4936,25331",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4921,25332",0.0,"4921,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4922,25332",0.0,"4922,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4923,25332",0.0,"4923,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4924,25332",0.0,"4924,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4925,25332",0.0,"4925,25332",0.04753190464724295,0.952468095352757,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4926,25332",0.0,"4926,25332",0.08735853599807368,0.9126414640019264,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4927,25332",0.01908018300024079,"4927,25332",0.0757813628702143,0.9051384541295449,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4928,25332",0.0,"4928,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4929,25332",0.0,"4929,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4930,25332",0.0,"4930,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4931,25332",0.03726462797977363,"4931,25332",0.0,0.9627353720202263,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4932,25332",0.32412232121358053,"4932,25332",0.02667950878882735,0.5339947026246087,0.11520346737298336,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4933,25332",0.291943173609439,"4933,25332",0.0747796773416807,0.4749048880327474,0.15837226101613291,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4934,25332",0.0038815314230676566,"4934,25332",0.015795810257645055,0.9803226583192873,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4935,25332",0.0,"4935,25332",0.009824223452925595,0.9901757765470744,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4936,25332",0.0,"4936,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4937,25332",0.0,"4937,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4938,25332",0.0,"4938,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4920,25333",0.0,"4920,25333",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4921,25333",0.0,"4921,25333",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4922,25333",0.0,"4922,25333",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4923,25333",0.0,"4923,25333",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4924,25333",0.004737647931130775,"4924,25333",0.06985141888703789,0.9254109331818313,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4925,25333",0.0,"4925,25333",0.0477520245741413,0.9522479754258587,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4926,25333",0.122369979489451,"4926,25333",0.24083043649914784,0.6367995840114012,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4927,25333",0.1303045768375237,"4927,25333",0.10198461227358953,0.7677108108888868,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4928,25333",0.04746314360273087,"4928,25333",0.06751148301861354,0.8850253733786556,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4929,25333",0.0,"4929,25333",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4930,25333",0.03888337875184162,"4930,25333",0.00655759805101638,0.954559023197142,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4931,25333",0.027241475604001954,"4931,25333",0.013086308004891713,0.9191422161022254,0.04053000028888096,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4932,25333",0.0,"4932,25333",0.0289940201638918,0.6600930196727942,0.3109129601633141,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4933,25333",0.10750223882752834,"4933,25333",0.0232838062956793,0.8692139548767923,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4934,25333",0.41024949686564144,"4934,25333",0.11316430586717244,0.4765861972671861,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4935,25333",0.2558618763782029,"4935,25333",0.1251624955464183,0.6189756280753788,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4936,25333",0.046625388785640674,"4936,25333",0.05759323633352269,0.8957813748808366,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4937,25333",0.0,"4937,25333",0.05402074165374726,0.9459792583462527,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4938,25333",0.0,"4938,25333",0.013662080493763662,0.9863379195062364,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4919,25334",0.0,"4919,25334",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4920,25334",0.0,"4920,25334",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4921,25334",0.0,"4921,25334",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4922,25334",0.0,"4922,25334",0.0,0.9852669285879362,0.014733071412063772,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4923,25334",0.038325244588244406,"4923,25334",0.0,0.9616747554117556,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4924,25334",0.7552095370156382,"4924,25334",0.014877513288652645,0.22991294969570913,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4925,25334",0.3660446036514905,"4925,25334",0.06964987289114857,0.5643055234573608,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4926,25334",0.0,"4926,25334",0.19568985440258832,0.8043101455974117,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4927,25334",0.0,"4927,25334",0.17084585162930435,0.8291541483706957,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4928,25334",0.0,"4928,25334",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4929,25334",0.0,"4929,25334",0.030708342962791808,0.9692916570372082,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4930,25334",0.0,"4930,25334",0.09486942454356369,0.8888471612356521,0.016283414220784224,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4931,25334",0.040703720822740916,"4931,25334",0.05467606501810335,0.5191722517525615,0.3854479624065942,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4932,25334",0.06148409213465837,"4932,25334",0.03142092288729683,0.900219551652415,0.006875433325629769,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4933,25334",0.33678067945458756,"4933,25334",0.02162776365457206,0.6415915568908402,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4934,25334",0.3248786688236654,"4934,25334",0.022061089284338635,0.653060241891996,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4935,25334",0.11616015715276169,"4935,25334",0.0033125337031045385,0.8805273091441338,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4936,25334",0.2598798243586781,"4936,25334",0.07089207302981283,0.669228102611509,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4937,25334",0.11830123977842259,"4937,25334",0.0,0.8816987602215773,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4938,25334",0.0,"4938,25334",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4919,25335",0.07713760438738625,"4919,25335",0.0,0.9228623956126137,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4920,25335",0.019962200427202273,"4920,25335",0.01711045750903052,0.9629273420637672,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4921,25335",0.0,"4921,25335",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4922,25335",0.0,"4922,25335",0.0,0.9332658959537572,0.0667341040462428,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4923,25335",0.44255298651252406,"4923,25335",0.004913294797687863,0.552533718689788,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4924,25335",1.0,"4924,25335",0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4925,25335",0.9458092485549133,"4925,25335",0.0,0.05419075144508664,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4926,25335",0.34467244701348704,"4926,25335",0.0024566473988439277,0.652870905587669,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4927,25335",0.0,"4927,25335",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4928,25335",0.0,"4928,25335",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4929,25335",0.0,"4929,25335",0.0854431599229286,0.9144412331406551,1.1560693641618482E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
