system:index,built_up,cell_id,other,vegetation,water,.geo
"4928,25325",0.0,"4928,25325",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4929,25325",0.0,"4929,25325",0.0,0.9978478992075709,0.002152100792429166,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4930,25325",0.0,"4930,25325",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4927,25326",0.0,"4927,25326",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4928,25326",0.0,"4928,25326",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4929,25326",0.0,"4929,25326",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4930,25326",0.0,"4930,25326",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4927,25327",0.0,"4927,25327",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4928,25327",0.0,"4928,25327",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4929,25327",0.0,"4929,25327",0.0,0.9940427520149515,0.005957247985048479,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4930,25327",0.0,"4930,25327",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4931,25327",0.0,"4931,25327",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4927,25328",0.006650457665903891,"4927,25328",0.0,0.9933495423340961,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4928,25328",9.64385252620717E-6,"4928,25328",0.0,0.9999903561474738,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4929,25328",0.009997688395746645,"4929,25328",0.00491215903837263,0.9850901525658807,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4930,25328",0.0,"4930,25328",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4931,25328",0.0,"4931,25328",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4926,25329",0.0,"4926,25329",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4927,25329",0.08470959683575047,"4927,25329",0.0,0.9152904031642495,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4928,25329",0.34757530236499484,"4928,25329",0.0,0.6524246976350051,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4929,25329",0.02514251598490101,"4929,25329",0.0,0.9527578768970033,0.022099607118095676,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4930,25329",0.0,"4930,25329",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4931,25329",0.0,"4931,25329",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4932,25329",0.009693715013880675,"4932,25329",0.0,0.9903062849861194,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4933,25329",0.10153061224489793,"4933,25329",0.0,0.8984693877551021,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4924,25330",0.0,"4924,25330",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4925,25330",0.0,"4925,25330",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4926,25330",0.0,"4926,25330",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4927,25330",0.0,"4927,25330",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4928,25330",0.030544348043794325,"4928,25330",0.0,0.9694556519562056,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4929,25330",0.34425945362978966,"4929,25330",0.0,0.6557405463702104,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4930,25330",0.11876011574868803,"4930,25330",0.0,0.881239884251312,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4931,25330",4.601249758805458E-4,"4931,25330",0.0,0.9995398750241195,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4932,25330",0.0,"4932,25330",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4933,25330",0.0,"4933,25330",0.0,0.8034835214803977,0.19651647851960227,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4934,25330",0.0,"4934,25330",0.0,0.8023840206185567,0.1976159793814433,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4935,25330",0.0,"4935,25330",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4922,25331",0.0,"4922,25331",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4923,25331",0.0,"4923,25331",0.0,0.9982634445947428,0.0017365554052571938,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4924,25331",0.0,"4924,25331",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4925,25331",0.0,"4925,25331",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4926,25331",0.0,"4926,25331",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4927,25331",0.0,"4927,25331",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4928,25331",0.0,"4928,25331",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4929,25331",7.79978622808116E-4,"4929,25331",0.0,0.9992200213771919,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4930,25331",0.21161494092384153,"4930,25331",0.0,0.7883850590761585,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4931,25331",0.21199048618667504,"4931,25331",0.0,0.7855540255563365,0.0024554882569885134,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4932,25331",0.007443499696674986,"4932,25331",0.0,0.9925565003033251,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4933,25331",0.006962031410990962,"4933,25331",0.0,0.5666592841529527,0.4263786844360563,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4934,25331",4.0443335997457857E-4,"4934,25331",0.0,0.9908906200348582,0.008704946605167121,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4935,25331",0.0,"4935,25331",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4936,25331",0.0,"4936,25331",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4921,25332",0.0,"4921,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4922,25332",0.0,"4922,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4923,25332",0.0,"4923,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4924,25332",0.0,"4924,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4925,25332",0.0,"4925,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4926,25332",0.0,"4926,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4927,25332",0.014168071273777987,"4927,25332",0.0,0.985831928726222,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4928,25332",0.0,"4928,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4929,25332",0.0,"4929,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4930,25332",0.0,"4930,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4931,25332",0.03521309896460389,"4931,25332",0.0,0.9647869010353962,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4932,25332",0.3626101613291596,"4932,25332",0.0,0.5237659523236216,0.11362388634721887,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4933,25332",0.2938598603419216,"4933,25332",0.0,0.5202311581988923,0.1859089814591861,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4934,25332",0.0038815314230676566,"4934,25332",0.0,0.9961184685769324,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4935,25332",0.0,"4935,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4936,25332",0.0,"4936,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4937,25332",0.0,"4937,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4938,25332",0.0,"4938,25332",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
"4920,25333",0.0,"4920,25333",0.0,1.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
